zip,State,County
77875,48,185
82002,56,21
93954,6,53
18946,42,17
35614,1,77
55051,27,115
20254,11,1
37061,47,161
54641,55,57
55487,27,53
56323,27,149
58259,38,99
77453,48,481
23249,51,760
76855,48,95
03746,33,19
12767,36,105
23147,51,36
47282,18,79
48729,26,151
26436,54,17
27936,37,55
55337,27,139
87035,35,1
25688,54,59
78021,48,13
07934,34,27
76523,48,331
95936,6,91
04751,23,3
50104,19,123
59486,30,35
66636,20,177
07410,34,31
25156,54,39
30378,13,121
89314,32,33
24860,54,109
66629,20,177
02358,25,23
28583,37,137
55733,27,137
57054,46,77
78008,48,297
99628,2,70
49650,26,89
27861,37,117
59933,30,53
65278,29,175
68064,31,177
71949,5,97
04234,23,7
38631,28,27
43077,39,159
99621,2,50
23124,51,85
24533,51,9
43442,39,123
82442,56,3
88255,35,15
75562,48,67
28667,37,27
43970,39,81
66036,20,121
20547,11,1
31013,13,153
50244,19,15
17059,42,87
20546,11,1
22503,51,159
40145,21,85
61452,17,109
71640,5,3
74103,40,113
78352,48,409
99784,2,180
04921,23,19
22835,51,171
47578,18,153
80259,8,31
97373,41,47
32084,12,31
56353,27,97
58060,38,77
61709,17,113
95322,6,99
19894,10,3
31627,13,75
43512,39,171
45826,39,107
10503,36,119
14529,36,101
25159,54,39
35187,1,117
80438,8,19
21762,24,21
26169,54,35
35133,1,73
00935,72,127
12452,36,39
44237,39,153
45353,39,149
56736,27,125
92397,6,37
21857,24,39
50520,19,151
55950,27,99
58442,38,45
71339,22,9
76192,48,439
91199,6,37
10125,36,61
16375,42,31
40032,21,185
43786,39,111
94497,6,81
01263,25,3
12510,36,27
19367,42,29
44026,39,35
86544,4,1
83844,16,57
01460,25,27
23162,51,85
59242,30,85
87512,35,55
89152,32,3
97544,41,29
35617,1,77
40473,21,203
41230,21,19
43811,39,119
62269,17,119
89496,32,1
26203,54,7
39436,28,67
95840,6,67
68424,31,151
98811,53,7
24246,51,195
24535,51,83
38271,47,131
48613,26,11
80444,8,19
41171,21,205
98344,53,53
12784,36,105
67732,20,109
81009,8,101
99738,2,240
28681,37,27
52157,19,5
03238,33,9
20442,11,1
25569,54,79
07924,34,27
24954,54,25
38050,47,33
40410,21,79
58643,38,87
74193,40,143
15065,42,19
30149,13,115
36865,1,81
48288,26,163
56280,27,83
57564,46,65
58559,38,83
89037,32,3
88349,35,35
29923,45,49
51532,19,29
73664,40,9
86031,4,17
23628,51,700
29532,45,41
45470,39,113
58227,38,19
68319,31,81
81054,8,9
03859,33,15
08064,34,5
14642,36,55
20392,11,1
82225,56,15
32330,12,39
36251,1,123
47445,18,55
90671,6,37
12245,36,1
15915,42,21
21105,24,5
32799,12,117
48833,26,37
95929,6,7
14471,36,51
26160,54,35
28035,37,119
32465,12,5
67459,20,159
76901,48,235
19525,42,11
43736,39,59
65046,29,51
72108,5,95
84758,49,25
87049,35,6
96119,6,35
20415,11,1
43530,39,39
46563,18,141
40282,21,111
92182,6,73
99734,2,185
60944,17,91
12236,36,1
15366,42,125
94591,6,55
47228,18,71
53596,55,25
72424,5,21
73625,40,129
96085,6,93
04016,23,17
20389,24,33
16027,42,19
20543,11,1
50438,19,33
97223,41,51
25002,54,19
81010,8,101
20428,11,1
37071,47,189
99776,2,240
40818,21,131
50843,19,137
71676,5,17
17521,42,71
22037,51,59
27943,37,55
41230,21,71
44315,39,153
88268,35,15
98858,53,25
20573,11,1
21092,24,5
40008,21,229
72617,5,129
08515,34,21
22602,51,840
29476,45,15
87046,35,39
99403,53,75
29218,45,79
67952,20,81
12420,36,111
35491,1,63
00683,72,23
00949,72,139
36830,1,11
42453,21,47
58330,38,99
97494,41,19
36313,1,61
47852,18,153
47994,18,157
84510,49,37
96054,6,49
03825,33,15
15664,42,129
15781,42,65
48818,26,57
79083,48,195
28720,37,161
50461,19,67
62246,17,27
98623,53,39
71329,22,9
05836,50,19
10131,36,61
20245,11,1
12820,36,113
43310,39,3
57193,46,99
64074,29,95
89820,32,11
49420,26,105
57064,46,99
72178,5,145
39852,13,87
63874,29,143
16940,42,117
25644,54,45
30240,13,149
43939,39,81
44750,39,151
63066,29,99
77855,48,289
84726,49,25
96063,6,103
16245,42,5
23690,51,700
26585,54,61
41451,21,175
64743,29,37
78616,48,453
04955,23,25
18813,42,115
64131,29,47
76374,48,447
61039,17,201
61562,17,143
04565,23,23
27570,37,185
38021,47,33
60102,17,31
62668,17,117
99579,2,164
20542,11,1
25205,54,5
41181,21,127
46995,18,67
60144,17,89
63023,29,221
76670,48,349
17575,42,71
24430,51,77
14038,36,29
31051,13,93
12414,36,111
22579,51,133
58346,38,69
99761,2,188
07855,34,37
22241,51,13
35181,1,73
46998,18,17
07842,34,27
17010,42,75
45105,39,1
53144,55,101
95675,6,5
53293,55,79
22513,51,103
28791,37,21
42033,21,55
55018,27,37
04006,23,31
46795,18,151
56001,27,103
30388,13,121
55010,27,37
72313,5,93
75564,48,315
02357,25,5
38655,28,107
61443,17,175
71497,22,69
12040,36,83
27230,37,151
50661,19,37
24501,51,19
78774,48,453
14429,36,73
18472,42,69
25810,54,109
50426,19,195
52309,19,45
56591,27,5
14588,36,99
73556,40,65
14062,36,9
72132,5,119
30150,13,45
39829,13,131
36118,1,101
99681,2,50
17124,42,43
53940,55,111
80947,8,41
90846,6,37
83865,16,17
21759,24,21
20101,51,107
10124,36,61
37101,47,43
93673,6,107
22240,51,13
51458,19,47
57223,46,39
59634,30,49
23891,51,183
66548,20,201
00920,72,33
01032,25,11
31749,13,155
93665,6,47
44453,39,155
57279,46,51
63378,29,219
98583,53,27
15028,42,3
39654,28,29
43937,39,13
99685,2,16
29656,45,7
35616,1,59
35468,1,125
22952,51,125
62677,17,17
91759,6,71
95698,6,113
02337,25,23
47435,18,13
49427,26,139
72083,5,85
19430,42,91
24847,54,109
40456,21,125
70465,22,105
88021,35,35
17765,42,15
50214,19,99
73048,40,39
25634,54,45
32775,12,9
62410,17,101
00786,72,9
58076,38,77
70050,22,75
72445,5,75
17772,42,37
50265,19,181
31072,13,93
65652,29,67
95679,6,113
01784,25,17
64680,29,33
06888,9,1
15461,42,59
34250,12,81
93624,6,19
99820,2,105
49826,26,3
74468,40,101
04123,23,5
24129,51,750
26544,54,61
47038,18,115
92864,6,59
96078,6,103
15259,42,3
46917,18,17
08520,34,25
15624,42,129
60135,17,89
61636,17,143
83735,16,1
57376,46,23
12555,36,71
45870,39,11
86046,4,25
26823,54,27
47112,18,25
72556,5,137
03857,33,17
30756,13,313
46050,18,57
53156,55,127
45372,39,23
53259,55,79
62662,17,167
72134,5,117
73184,40,109
21670,24,35
26259,54,83
63547,29,1
80273,8,31
93429,6,83
72396,5,147
99633,2,60
20425,11,1
39087,28,123
99791,2,185
28653,37,11
28330,37,153
28707,37,99
33206,12,86
70767,22,33
22924,51,3
56313,27,95
45881,39,3
76252,48,337
26578,54,49
77991,48,239
02344,25,23
05470,50,11
19318,42,29
36745,1,91
71998,5,19
29844,45,65
62763,17,167
87525,35,55
37365,47,115
16370,42,53
98350,53,9
10979,36,71
32160,12,19
35540,1,79
57543,46,55
56668,27,71
95233,6,9
97761,41,31
20152,51,59
42211,21,143
17580,42,71
71080,22,13
00601,72,1
00641,72,141
00653,72,55
00685,72,131
00688,72,13
00723,72,109
00725,72,25
00737,72,35
00754,72,129
00741,72,69
00769,72,43
00916,72,127
00923,72,127
00926,72,127
00927,72,127
00956,72,21
00959,72,21
00979,72,31
00985,72,31
00981,72,31
00987,72,31
01450,25,17
01524,25,27
01570,25,27
01585,25,27
01610,25,27
01740,25,27
01747,25,27
01773,25,17
01775,25,17
01810,25,9
01832,25,9
01854,25,17
01867,25,17
01888,25,17
01903,25,9
01940,25,9
02052,25,21
02113,25,25
02121,25,25
02124,25,25
02122,25,25
02151,25,25
02190,25,21
02189,25,21
02188,25,21
02199,25,25
02205,25,25
02333,25,23
02346,25,23
02421,25,17
02451,25,17
02458,25,17
02467,25,17
02461,25,17
02462,25,17
02543,25,1
02559,25,1
02635,25,1
02639,25,1
02668,25,1
03071,33,11
03217,33,9
03234,33,13
03031,33,11
03036,33,15
03047,33,11
03052,33,11
03440,33,11
03262,33,9
03258,33,13
03445,33,5
03819,33,15
03872,33,3
03894,33,3
03856,33,15
03849,33,3
03593,33,7
03458,33,11
03741,33,9
03450,33,5
03755,33,9
04015,23,5
04032,23,5
03907,23,31
04088,23,17
04090,23,31
04243,23,1
04250,23,1
04112,23,5
04064,23,31
04083,23,31
04073,23,31
04352,23,11
04347,23,11
04553,23,15
04562,23,23
04572,23,15
04555,23,15
04556,23,15
04627,23,9
04743,23,3
04680,23,29
04765,23,19
04758,23,3
04464,23,21
04418,23,19
04419,23,19
04952,23,27
04853,23,13
04950,23,25
04903,23,11
05257,50,3
05156,50,25
05446,50,7
05363,50,25
05356,50,25
05353,50,25
05046,50,5
04970,23,7
05036,50,17
05042,50,5
04969,23,19
05488,50,11
05468,50,11
05701,50,21
05735,50,21
05763,50,21
05903,50,9
05830,50,19
05842,50,5
05774,50,21
05857,50,19
05837,50,5
05871,50,5
05655,50,15
05641,50,17
01027,25,15
01011,25,13
01004,25,15
01109,25,13
01201,25,3
01119,25,13
01101,25,13
01254,25,3
01247,25,3
01346,25,11
01238,25,3
01342,25,11
02720,25,5
02769,25,5
02770,25,23
02818,44,3
02835,44,5
02743,25,5
02921,44,7
02940,44,7
02886,44,3
06019,9,3
06083,9,3
06119,9,3
06241,9,15
06254,9,11
06070,9,3
06057,9,5
06073,9,3
06451,9,9
06442,9,7
06470,9,1
06472,9,9
06482,9,1
06390,36,103
06415,9,11
06750,9,5
06763,9,5
06702,9,9
06790,9,5
06795,9,5
06530,9,9
07016,34,39
06870,9,1
06883,9,1
07040,34,13
07070,34,3
07054,34,27
07059,34,35
07302,34,17
07307,34,17
07421,34,31
07439,34,37
07502,34,31
07650,34,3
07825,34,41
07830,34,19
07832,34,41
07826,34,37
07508,34,31
07871,34,37
07850,34,27
07856,34,27
08812,34,35
08857,34,23
08840,34,23
07945,34,27
08804,34,19
08876,34,35
08884,34,23
08873,34,35
08867,34,19
07728,34,25
07739,34,25
07735,34,23
07732,34,25
07747,34,23
07753,34,25
07748,34,25
07719,34,25
07721,34,25
08903,34,23
08012,34,7
08016,34,5
08070,34,33
08055,34,5
08091,34,7
08052,34,5
08037,34,1
08340,34,1
08505,34,5
08232,34,1
08225,34,1
08240,34,1
08608,34,21
08536,34,23
08753,34,29
08742,34,29
19703,10,3
08757,34,29
08758,34,29
19709,10,3
08640,34,5
19806,10,3
19715,10,3
19967,10,5
19930,10,5
10001,36,61
20189,51,107
10005,36,61
10011,36,61
10009,36,61
10023,36,61
10118,36,61
10451,36,5
10169,36,61
10032,36,61
10523,36,119
10522,36,119
10474,36,5
10460,36,5
10462,36,5
10547,36,119
10550,36,119
10552,36,119
10538,36,119
10530,36,119
10606,36,119
10704,36,119
10567,36,119
10577,36,119
10576,36,119
10920,36,87
10996,36,71
12542,36,111
12540,36,27
10954,36,87
12571,36,27
12549,36,71
10310,36,85
11004,36,81
11024,36,59
12748,36,105
12603,36,27
11208,36,47
11109,36,81
11215,36,47
11229,36,47
11228,36,47
11235,36,47
11374,36,81
11361,36,81
11423,36,81
11420,36,81
11431,36,81
11558,36,59
11434,36,81
11510,36,59
11751,36,103
11714,36,59
11710,36,59
11778,36,103
11771,36,59
11935,36,103
11933,36,103
11930,36,103
12015,36,39
11976,36,103
11957,36,103
11793,36,59
11788,36,103
11797,36,59
11794,36,103
12043,36,95
12063,36,83
12058,36,39
12188,36,91
12160,36,95
12197,36,77
12207,36,1
12206,36,1
12208,36,1
12212,36,1
12302,36,91
12118,36,91
12110,36,1
12148,36,91
12083,36,1
12801,36,113
12986,36,33
12960,36,31
13068,36,109
13045,36,23
13036,36,75
13041,36,67
13052,36,53
13045,36,11
13064,36,11
12912,36,19
13073,36,109
13489,36,49
13501,36,65
13471,36,65
13493,36,75
13335,36,77
13354,36,65
13337,36,77
13350,36,43
13346,36,53
13410,36,57
13156,36,11
13160,36,11
13203,36,67
13219,36,67
13244,36,67
13210,36,67
13320,36,57
13224,36,67
13754,36,7
13673,36,45
13667,36,89
13757,36,25
13754,36,25
13783,36,25
13776,36,77
13838,36,25
13646,36,89
13655,36,33
13617,36,89
13618,36,45
13606,36,45
13901,36,7
13849,36,25
14103,36,73
14091,36,29
14095,36,63
14174,36,63
14215,36,29
14206,36,29
14204,36,29
14209,36,29
14085,36,29
14051,36,29
14070,36,29
14301,36,63
14527,36,123
14470,36,73
14604,36,55
14607,36,55
14424,36,69
14456,36,69
14450,36,55
14839,36,101
14840,36,101
14787,36,13
14812,36,97
14767,36,13
14869,36,97
14886,36,97
14873,36,101
14717,36,3
14718,36,13
14710,36,13
15012,42,129
15110,42,3
15101,42,3
15090,42,3
15120,42,3
15144,42,3
15062,42,129
15061,42,7
15043,42,7
15212,42,3
15235,42,3
15234,42,3
15233,42,3
15364,42,59
15301,42,125
15321,42,125
15330,42,125
15220,42,3
15224,42,3
15501,42,111
15468,42,51
15459,42,51
15470,42,51
15417,42,125
15423,42,125
15521,42,9
15613,42,129
15610,42,51
15656,42,129
15656,42,5
15717,42,63
15725,42,63
15767,42,65
15728,42,63
15690,42,5
15724,42,33
15535,42,9
15545,42,9
15533,42,9
15824,42,65
15856,42,33
15772,42,63
16033,42,19
16059,42,19
16045,42,19
16038,42,19
15946,42,21
15963,42,111
15904,42,21
15909,42,21
15931,42,21
15938,42,21
15902,42,21
15958,42,21
16156,42,85
16156,42,73
16345,42,123
16335,42,39
16354,42,39
16373,42,31
16373,42,121
16360,42,39
16424,42,39
16441,42,49
16301,42,121
16256,42,63
16249,42,5
16668,42,21
16748,42,105
16662,42,9
16743,42,83
16844,42,27
16635,42,21
16648,42,13
16636,42,21
16645,42,33
26062,54,29
26047,54,29
26060,54,69
26035,54,9
17050,42,41
17055,42,41
17047,42,99
17052,42,61
16922,42,105
16942,42,117
17101,42,43
17070,42,41
17067,42,11
17321,42,133
17315,42,133
17260,42,61
17257,42,55
17339,42,133
17340,42,1
17201,42,55
17228,42,57
17214,42,55
17224,42,55
17402,42,133
17370,42,133
17566,42,71
17569,42,71
17702,42,81
17724,42,15
17547,42,71
17517,42,71
17538,42,71
17815,42,37
17837,42,119
17760,42,35
17935,42,107
17980,42,107
18011,42,77
17931,42,107
17983,42,107
17868,42,97
17847,42,93
17866,42,97
17860,42,97
18058,42,89
18249,42,79
18106,42,77
18219,42,79
18327,42,89
18347,42,89
18332,42,89
18087,42,77
18101,42,77
18451,42,103
18414,42,69
18640,42,79
18617,42,79
18610,42,89
18708,42,79
18452,42,69
19512,42,11
18854,42,15
18837,42,15
19611,42,11
18936,42,91
18966,42,17
18976,42,17
18969,42,91
19551,42,11
19529,42,11
19567,42,11
19010,42,91
19008,42,45
19055,42,17
19063,42,45
19053,42,17
19047,42,17
19060,42,45
19043,42,45
19074,42,45
19026,42,45
19030,42,17
19034,42,91
19036,42,45
19103,42,101
19106,42,101
19090,42,91
19101,42,101
19132,42,101
19126,42,101
19320,42,29
19147,42,101
19151,42,101
19149,42,101
19428,42,91
19440,42,91
19444,42,91
19362,42,29
19355,42,29
19380,42,29
19363,42,29
19330,42,29
19372,42,29
19475,42,29
20019,11,1
20016,11,1
20020,11,1
20036,11,1
20330,51,13
20032,11,1
20570,11,1
20597,11,1
20601,24,17
20607,24,33
20636,24,37
20616,24,17
20617,24,17
20707,24,33
20712,24,33
20711,24,3
20744,24,33
20745,24,33
20733,24,3
20695,24,17
20754,24,9
20762,24,33
20877,24,31
20853,24,31
20871,24,31
20866,24,31
20783,24,33
20895,24,31
21042,24,27
21053,24,5
20916,24,31
21085,24,25
21084,24,25
21136,24,5
21217,24,510
21213,24,510
21237,24,5
21222,24,5
21532,24,1
21502,24,1
21412,24,3
21521,24,1
21657,24,41
21776,24,21
21757,24,13
21771,24,27
21722,24,43
21613,24,19
21643,24,19
21645,24,29
21804,24,47
21784,24,13
21782,24,43
21794,24,27
21791,24,13
21797,24,27
20109,51,153
21921,24,15
20106,51,157
20151,51,59
21779,24,43
22026,51,153
22044,51,59
22030,51,59
20177,51,107
20181,51,153
20182,51,153
22192,51,153
22180,51,59
22182,51,59
22183,51,59
22306,51,59
22310,51,59
22308,51,59
22311,51,59
22727,51,113
22652,51,171
22473,51,133
22831,51,165
22815,51,165
22801,51,660
22820,51,165
22578,51,103
22405,51,179
22734,51,61
22402,51,630
22736,51,47
22923,51,137
22902,51,540
23005,51,85
23059,51,85
23025,51,115
23069,51,85
23079,51,119
23039,51,75
22973,51,79
22939,51,15
22968,51,79
22947,51,3
22949,51,125
22942,51,137
22969,51,125
23141,51,127
23148,51,97
23126,51,97
23321,51,550
23417,51,1
23350,51,131
23518,51,710
23511,51,710
23438,51,800
23663,51,650
23604,51,700
23836,51,41
23821,51,25
23837,51,175
23805,51,730
23901,51,49
23915,51,117
23845,51,25
23885,51,53
23856,51,25
23954,51,111
24053,51,141
24014,51,161
24078,51,89
24055,51,89
24088,51,67
24184,51,67
24244,51,105
24137,51,67
24133,51,141
24149,51,63
24314,51,21
24292,51,77
24504,51,680
24521,51,9
24528,51,31
24517,51,31
24333,51,35
24354,51,173
24330,51,35
24319,51,173
24550,51,31
24550,51,19
24549,51,143
24631,51,27
24639,51,185
24736,54,55
24977,54,25
24966,54,25
24588,51,31
25033,54,79
25387,54,39
25401,54,3
25361,54,39
25362,54,39
25427,54,3
25428,54,3
25276,54,87
25187,54,53
25234,54,13
25517,54,99
25503,54,53
25915,54,81
25917,54,19
25951,54,89
25837,54,19
25831,54,19
25843,54,81
26101,54,107
26104,54,107
26133,54,107
26141,54,105
25702,54,11
25635,54,45
25557,54,43
25573,54,43
25650,54,59
26237,54,97
26431,54,33
26430,54,21
26410,54,77
26546,54,61
26278,54,83
26321,54,41
26253,54,83
26610,54,67
26726,54,57
26601,54,7
26575,54,103
26581,54,103
27020,37,197
27055,37,197
26753,54,57
26743,54,57
26818,54,31
27107,37,57
27116,37,67
27114,37,67
27253,37,1
27239,37,151
27258,37,1
27233,37,151
27263,37,151
27205,37,151
27208,37,37
27302,37,135
27295,37,57
27305,37,33
27344,37,37
27343,37,33
27357,37,81
27341,37,125
27410,37,81
27501,37,85
27517,37,63
27520,37,183
27544,37,181
27549,37,69
27577,37,101
27596,37,69
27597,37,183
27587,37,77
27604,37,183
27605,37,183
27572,37,145
27562,37,37
27559,37,37
27572,37,63
27611,37,183
27609,37,183
27809,37,127
27828,37,79
27851,37,195
27837,37,13
27843,37,65
27893,37,195
27932,37,143
27970,37,187
27953,37,55
27922,37,91
27884,37,147
27880,37,195
27883,37,79
28601,37,35
28601,37,3
28650,37,35
28659,37,193
28681,37,3
28663,37,5
28642,37,197
28621,37,171
28018,37,161
28021,37,71
28075,37,25
28103,37,179
28081,37,25
28098,37,71
28040,37,161
28114,37,161
28152,37,45
28146,37,159
28166,37,97
28135,37,7
28137,37,167
28244,37,119
28277,37,119
28348,37,51
28334,37,163
28344,37,51
28360,37,155
28320,37,47
28382,37,163
28370,37,125
28412,37,129
28425,37,141
28403,37,129
28421,37,141
28409,37,129
28444,37,17
28450,37,47
28447,37,17
28401,37,129
28387,37,125
28458,37,163
28464,37,61
28560,37,49
28544,37,133
28539,37,133
28551,37,191
28541,37,133
28555,37,103
28570,37,31
28515,37,137
28712,37,175
28704,37,89
28752,37,111
28736,37,99
28740,37,121
28756,37,149
28759,37,89
28774,37,99
28719,37,173
28733,37,75
28786,37,87
28789,37,173
29728,45,25
29727,45,25
29014,45,39
29018,45,75
29112,45,75
29116,45,75
29125,45,27
29059,45,75
29038,45,75
29030,45,75
29130,45,39
29146,45,75
29129,45,3
29205,45,79
29212,45,79
29204,45,79
29221,45,79
29307,45,83
29316,45,83
29162,45,27
29356,45,83
29418,45,19
29412,45,19
29407,45,19
29422,45,19
29451,45,19
29401,45,19
29376,45,83
29384,45,59
29374,45,83
29472,45,15
29479,45,15
29475,45,29
29488,45,29
29540,45,31
29545,45,51
29550,45,25
29570,45,69
29492,45,15
29511,45,51
29580,45,89
29611,45,7
29631,45,77
29920,45,13
29927,45,53
29657,45,77
30008,13,67
30004,13,121
30022,13,121
30024,13,135
30025,13,217
30013,13,217
30017,13,135
30066,13,67
30060,13,67
30064,13,67
30068,13,67
30052,13,297
30097,13,135
30101,13,15
30102,13,67
30103,13,15
30088,13,89
30139,13,227
30127,13,67
30187,13,97
30236,13,151
30217,13,149
30214,13,113
30189,13,57
30204,13,293
30212,13,255
30276,13,77
30271,13,77
30296,13,63
30288,13,89
30294,13,63
30294,13,89
30319,13,121
30354,13,121
30511,13,11
30504,13,139
30512,13,111
30357,13,121
30336,13,121
30548,13,157
30547,13,11
30553,13,119
30543,13,139
30525,13,241
30555,13,111
30572,13,111
30629,13,221
30680,13,157
30606,13,59
30601,13,59
30622,13,219
30608,13,59
29809,45,3
29802,45,3
30439,13,43
30442,13,165
30421,13,267
30458,13,31
29842,45,3
30821,13,301
30820,13,303
30815,13,33
31020,13,289
31024,13,237
31022,13,175
30906,13,245
30833,13,163
31036,13,235
31042,13,319
31044,13,289
31052,13,21
31052,13,79
31055,13,271
31096,13,167
31065,13,23
31079,13,315
31068,13,193
31061,13,319
31077,13,271
31308,13,31
31314,13,179
31321,13,31
31510,13,5
31420,13,51
31525,13,127
31405,13,51
31326,13,103
31403,13,51
31537,13,49
31543,13,25
31546,13,305
31647,13,75
31701,13,95
31649,13,65
31636,13,185
31641,13,173
31730,13,205
31721,13,95
31733,13,155
31784,13,205
31787,13,177
31808,13,145
31902,13,215
31781,13,321
31904,13,215
32054,12,125
32067,12,19
32071,12,121
32087,12,3
32096,12,23
32225,12,31
32240,12,31
32234,12,19
32310,12,73
32327,12,129
32322,12,37
32254,12,31
32245,12,31
32408,12,5
32417,12,5
32352,12,39
32348,12,123
32435,12,131
32446,12,63
32503,12,33
32547,12,91
32466,12,5
32560,12,33
32564,12,113
32693,12,75
32628,12,29
32666,12,19
33064,12,11
33061,12,11
33066,12,11
39842,13,273
33010,12,86
39862,13,37
39897,13,131
33026,12,11
39854,13,239
34453,12,17
34436,12,17
34484,12,119
39813,13,37
33175,12,86
33156,12,86
33172,12,86
33177,12,86
33178,12,86
33179,12,86
33180,12,86
33313,12,11
33242,12,86
33303,12,11
33135,12,86
33137,12,86
33140,12,86
33144,12,86
33146,12,86
33334,12,11
33328,12,11
33419,12,99
33431,12,99
33415,12,99
33424,12,99
33458,12,85
33473,12,99
32757,12,95
32774,12,127
32174,12,127
32176,12,127
32132,12,127
32720,12,127
32140,12,19
32195,12,69
33498,12,99
34947,12,111
34950,12,111
34983,12,111
34987,12,111
32118,12,127
34979,12,111
32102,12,127
32112,12,107
32114,12,127
32927,12,9
32967,12,61
32934,12,9
33544,12,101
33565,12,57
33578,12,57
33563,12,57
33568,12,57
33572,12,57
33606,12,57
32824,12,95
32835,12,95
32837,12,95
32836,12,95
33637,12,57
33706,12,103
33772,12,103
33761,12,103
33755,12,103
33785,12,103
33786,12,103
33805,12,105
34116,12,21
34119,12,21
34201,12,81
33919,12,71
33928,12,71
33931,12,71
33907,12,71
33935,12,43
33955,12,15
33947,12,15
33843,12,105
33810,12,105
33860,12,105
33873,12,49
33903,12,71
34601,12,53
34609,12,53
34639,12,101
34610,12,101
34654,12,101
34684,12,103
34741,12,97
34695,12,103
34734,12,95
34771,12,97
34789,12,69
34773,12,97
34236,12,115
34222,12,81
34235,12,115
34240,12,115
34242,12,115
34266,12,27
34282,12,81
34269,12,27
34239,12,115
35034,1,7
35043,1,117
35007,1,117
35130,1,127
35121,1,9
35151,1,121
35209,1,73
35172,1,73
35115,1,21
35151,1,37
35208,1,73
35202,1,73
35747,1,95
35750,1,89
35570,1,93
35594,1,57
35594,1,93
35486,1,125
35601,1,103
35587,1,127
35612,1,83
35224,1,73
35235,1,73
35453,1,125
35469,1,63
35444,1,125
36040,1,85
36064,1,101
36067,1,1
36016,1,5
36009,1,41
36026,1,37
36036,1,101
35986,1,49
36051,1,51
36106,1,101
35984,1,49
36260,1,121
36110,1,101
36305,1,69
36311,1,5
36279,1,15
36280,1,111
36203,1,121
35906,1,55
35905,1,55
35814,1,89
35973,1,19
35959,1,19
35971,1,49
36375,1,61
36421,1,39
36345,1,69
36527,1,3
36456,1,13
36505,1,97
36319,1,67
36453,1,31
36471,1,35
36608,1,97
36558,1,129
36602,1,97
36611,1,97
36551,1,3
36559,1,3
36548,1,129
36618,1,97
37062,47,187
37086,47,37
37061,47,83
30720,13,313
37033,47,81
37035,47,21
30750,13,295
37010,47,125
30739,13,295
37034,47,3
36804,1,81
36832,1,81
36756,1,105
36855,1,17
36767,1,47
36866,1,87
36871,1,113
36761,1,47
36761,1,85
37321,47,143
37221,47,187
37332,47,143
37338,47,7
37379,47,65
37353,47,11
37218,47,37
37327,47,7
37375,47,115
37229,47,37
37601,47,19
37616,47,59
37397,47,153
37409,47,65
37658,47,19
37403,47,65
37642,47,73
37645,47,73
37656,47,59
37144,47,117
37135,47,37
37189,47,37
37190,47,15
37179,47,187
37184,47,189
37211,47,37
37212,47,37
37174,47,119
37165,47,43
37745,47,59
37709,47,57
37801,47,9
37721,47,93
37713,47,29
37682,47,19
37802,47,9
37724,47,25
37821,47,29
37874,47,123
37890,47,89
37853,47,9
37869,47,67
37861,47,57
37852,47,151
37854,47,129
38351,47,77
38355,47,53
38242,47,79
38382,47,53
38456,47,99
38326,47,71
38474,47,119
38343,47,113
38255,47,183
38472,47,55
38390,47,77
38112,47,157
38126,47,157
38104,47,157
38114,47,157
38201,47,79
38225,47,183
38138,47,157
38016,47,157
37922,47,93
38023,47,167
38024,47,45
37930,47,93
38103,47,157
38663,28,139
38753,28,133
38756,28,151
38771,28,133
38759,28,133
38650,28,9
38828,28,115
38829,28,139
38833,28,141
38838,28,141
38915,28,13
38930,28,15
39047,28,121
38857,28,81
38865,28,3
38927,28,135
39082,28,127
38950,28,135
38940,28,43
38606,28,107
38575,47,27
38614,28,27
38618,28,137
38547,47,159
38610,28,139
38611,28,93
38548,47,141
38642,28,9
39208,28,121
39121,28,1
39202,28,49
39117,28,129
39272,28,49
39232,28,121
39354,28,69
39402,28,73
39440,28,67
39358,28,69
39361,28,103
39366,28,23
39455,28,73
39459,28,67
39350,28,159
39455,28,109
39439,28,61
40205,21,111
40209,21,111
40210,21,111
40213,21,111
40229,21,29
40212,21,111
40269,21,111
40144,21,27
40146,21,27
40150,21,29
40201,21,111
39705,28,87
40067,21,211
40071,21,29
39649,28,113
40051,21,179
39561,28,131
39478,28,147
39475,28,73
39629,28,85
39474,28,65
39556,28,45
39576,28,45
39647,28,37
42164,21,3
42256,21,141
42167,21,171
42265,21,141
42347,21,183
42104,21,227
42372,21,177
42171,21,61
42211,21,221
42236,21,221
42330,21,177
42345,21,177
42348,21,91
42350,21,149
42351,21,91
42378,21,183
42408,21,47
42539,21,45
42602,21,53
42765,21,99
42748,21,123
42528,21,45
42516,21,45
42729,21,61
47136,18,61
42729,21,99
47108,18,175
42740,21,93
47125,18,117
47136,18,43
47106,18,43
40336,21,65
40342,21,5
40359,21,187
40361,21,17
40374,21,11
40391,21,49
40330,21,167
40437,21,137
40402,21,109
40508,21,67
41539,21,195
41557,21,195
42025,21,157
42027,21,83
41528,21,195
41719,21,193
41776,21,131
41831,21,119
42003,21,145
41558,21,195
41544,21,195
41562,21,195
41812,21,133
41537,21,133
41666,21,71
44030,39,7
44053,39,93
44003,39,7
44094,39,85
44004,39,7
44041,39,7
43988,39,67
44022,39,55
44064,39,55
44045,39,85
43558,39,51
43604,39,95
43619,39,173
43554,39,171
43910,39,81
47167,18,175
47601,18,173
47613,18,173
43469,39,173
47166,18,61
40862,21,133
40513,21,67
40737,21,125
41180,21,127
41240,21,115
