Column1,ZCTA5,STATE,COUNTY,Column2,Column3
41452,92354,6,71,San Bernardino,San Bernardino - 92354
41453,92356,6,71,San Bernardino,San Bernardino - 92356
41454,92358,6,71,San Bernardino,San Bernardino - 92358
41455,92359,6,71,San Bernardino,San Bernardino - 92359
41456,92363,6,71,San Bernardino,San Bernardino - 92363
41457,92364,6,71,San Bernardino,San Bernardino - 92364
41458,92365,6,71,San Bernardino,San Bernardino - 92365
41459,92368,6,71,San Bernardino,San Bernardino - 92368
41460,92371,6,71,San Bernardino,San Bernardino - 92371
41461,92372,6,71,San Bernardino,San Bernardino - 92372
41462,92373,6,65,Riverside,Riverside - 92373
41463,92373,6,71,San Bernardino,San Bernardino - 92373
41464,92374,6,71,San Bernardino,San Bernardino - 92374
41465,92376,6,71,San Bernardino,San Bernardino - 92376
41466,92377,6,71,San Bernardino,San Bernardino - 92377
41467,92378,6,71,San Bernardino,San Bernardino - 92378
41468,92382,6,71,San Bernardino,San Bernardino - 92382
41469,92384,6,27,Inyo,Inyo - 92384
41470,92385,6,71,San Bernardino,San Bernardino - 92385
41471,92386,6,71,San Bernardino,San Bernardino - 92386
41472,92389,6,27,Inyo,Inyo - 92389
41473,92391,6,71,San Bernardino,San Bernardino - 92391
41474,92392,6,71,San Bernardino,San Bernardino - 92392
41475,92394,6,71,San Bernardino,San Bernardino - 92394
41476,92395,6,71,San Bernardino,San Bernardino - 92395
41477,92397,6,37,Los Angeles,Los Angeles - 92397
41478,92397,6,71,San Bernardino,San Bernardino - 92397
41479,92398,6,71,San Bernardino,San Bernardino - 92398
41480,92399,6,65,Riverside,Riverside - 92399
41481,92399,6,71,San Bernardino,San Bernardino - 92399
41482,92401,6,71,San Bernardino,San Bernardino - 92401
41483,92404,6,71,San Bernardino,San Bernardino - 92404
41484,92405,6,71,San Bernardino,San Bernardino - 92405
41485,92407,6,71,San Bernardino,San Bernardino - 92407
41486,92408,6,71,San Bernardino,San Bernardino - 92408
41487,92410,6,71,San Bernardino,San Bernardino - 92410
41488,92411,6,71,San Bernardino,San Bernardino - 92411
41489,92501,6,65,Riverside,Riverside - 92501
41490,92503,6,65,Riverside,Riverside - 92503
41491,92504,6,65,Riverside,Riverside - 92504
41492,92505,6,65,Riverside,Riverside - 92505
41493,92506,6,65,Riverside,Riverside - 92506
41494,92507,6,65,Riverside,Riverside - 92507
41495,92508,6,65,Riverside,Riverside - 92508
41496,92509,6,65,Riverside,Riverside - 92509
41497,92509,6,71,San Bernardino,San Bernardino - 92509
41498,92518,6,65,Riverside,Riverside - 92518
41499,92530,6,59,Orange,Orange - 92530
41500,92530,6,65,Riverside,Riverside - 92530
41501,92532,6,65,Riverside,Riverside - 92532
41502,92536,6,65,Riverside,Riverside - 92536
41503,92539,6,65,Riverside,Riverside - 92539
41504,92543,6,65,Riverside,Riverside - 92543
41505,92544,6,65,Riverside,Riverside - 92544
41506,92545,6,65,Riverside,Riverside - 92545
41507,92548,6,65,Riverside,Riverside - 92548
41508,92549,6,65,Riverside,Riverside - 92549
41509,92551,6,65,Riverside,Riverside - 92551
41510,92553,6,65,Riverside,Riverside - 92553
41511,92555,6,65,Riverside,Riverside - 92555
41512,92557,6,65,Riverside,Riverside - 92557
41513,92561,6,65,Riverside,Riverside - 92561
41514,92562,6,65,Riverside,Riverside - 92562
41515,92563,6,65,Riverside,Riverside - 92563
41516,92567,6,65,Riverside,Riverside - 92567
41517,92570,6,65,Riverside,Riverside - 92570
41518,92571,6,65,Riverside,Riverside - 92571
41519,92582,6,65,Riverside,Riverside - 92582
41520,92583,6,65,Riverside,Riverside - 92583
41521,92584,6,65,Riverside,Riverside - 92584
41522,92585,6,65,Riverside,Riverside - 92585
41523,92586,6,65,Riverside,Riverside - 92586
41524,92587,6,65,Riverside,Riverside - 92587
41525,92590,6,65,Riverside,Riverside - 92590
41526,92591,6,65,Riverside,Riverside - 92591
41527,92592,6,65,Riverside,Riverside - 92592
41528,92595,6,65,Riverside,Riverside - 92595
41529,92596,6,65,Riverside,Riverside - 92596
41530,92602,6,59,Orange,Orange - 92602
41531,92603,6,59,Orange,Orange - 92603
41532,92604,6,59,Orange,Orange - 92604
41533,92606,6,59,Orange,Orange - 92606
41534,92610,6,59,Orange,Orange - 92610
41535,92612,6,59,Orange,Orange - 92612
41536,92614,6,59,Orange,Orange - 92614
41537,92617,6,59,Orange,Orange - 92617
41538,92618,6,59,Orange,Orange - 92618
41539,92620,6,59,Orange,Orange - 92620
41540,92624,6,59,Orange,Orange - 92624
41541,92625,6,59,Orange,Orange - 92625
41542,92626,6,59,Orange,Orange - 92626
41543,92627,6,59,Orange,Orange - 92627
41544,92629,6,59,Orange,Orange - 92629
41545,92630,6,59,Orange,Orange - 92630
41546,92637,6,59,Orange,Orange - 92637
41547,92646,6,59,Orange,Orange - 92646
41548,92647,6,59,Orange,Orange - 92647
41549,92648,6,59,Orange,Orange - 92648
41550,92649,6,59,Orange,Orange - 92649
41551,92651,6,59,Orange,Orange - 92651
41552,92653,6,59,Orange,Orange - 92653
41553,92655,6,59,Orange,Orange - 92655
41554,92656,6,59,Orange,Orange - 92656
41555,92657,6,59,Orange,Orange - 92657
41556,92660,6,59,Orange,Orange - 92660
41557,92661,6,59,Orange,Orange - 92661
41558,92662,6,59,Orange,Orange - 92662
41559,92663,6,59,Orange,Orange - 92663
41560,92672,6,59,Orange,Orange - 92672
41561,92672,6,73,San Diego,San Diego - 92672
41562,92673,6,59,Orange,Orange - 92673
41563,92675,6,59,Orange,Orange - 92675
41564,92676,6,59,Orange,Orange - 92676
41565,92677,6,59,Orange,Orange - 92677
41566,92678,6,59,Orange,Orange - 92678
41567,92679,6,59,Orange,Orange - 92679
41568,92683,6,59,Orange,Orange - 92683
41569,92688,6,59,Orange,Orange - 92688
41570,92691,6,59,Orange,Orange - 92691
41571,92692,6,59,Orange,Orange - 92692
41572,92694,6,59,Orange,Orange - 92694
41573,92701,6,59,Orange,Orange - 92701
41574,92703,6,59,Orange,Orange - 92703
41575,92704,6,59,Orange,Orange - 92704
41576,92705,6,59,Orange,Orange - 92705
41577,92706,6,59,Orange,Orange - 92706
41578,92707,6,59,Orange,Orange - 92707
41579,92708,6,59,Orange,Orange - 92708
41580,92780,6,59,Orange,Orange - 92780
41581,92782,6,59,Orange,Orange - 92782
41582,92801,6,59,Orange,Orange - 92801
41583,92802,6,59,Orange,Orange - 92802
41584,92804,6,59,Orange,Orange - 92804
41585,92805,6,59,Orange,Orange - 92805
41586,92806,6,59,Orange,Orange - 92806
41587,92807,6,59,Orange,Orange - 92807
41588,92808,6,59,Orange,Orange - 92808
41589,92821,6,59,Orange,Orange - 92821
41590,92823,6,59,Orange,Orange - 92823
41591,92831,6,59,Orange,Orange - 92831
41592,92832,6,59,Orange,Orange - 92832
41593,92833,6,59,Orange,Orange - 92833
41594,92835,6,59,Orange,Orange - 92835
41595,92840,6,59,Orange,Orange - 92840
41596,92841,6,59,Orange,Orange - 92841
41597,92843,6,59,Orange,Orange - 92843
41598,92844,6,59,Orange,Orange - 92844
41599,92845,6,59,Orange,Orange - 92845
41600,92860,6,65,Riverside,Riverside - 92860
41601,92861,6,59,Orange,Orange - 92861
41602,92865,6,59,Orange,Orange - 92865
41603,92866,6,59,Orange,Orange - 92866
41604,92867,6,59,Orange,Orange - 92867
41605,92868,6,59,Orange,Orange - 92868
41606,92869,6,59,Orange,Orange - 92869
41607,92870,6,59,Orange,Orange - 92870
41608,92879,6,65,Riverside,Riverside - 92879
41609,92880,6,65,Riverside,Riverside - 92880
41610,92880,6,71,San Bernardino,San Bernardino - 92880
41611,92881,6,65,Riverside,Riverside - 92881
41612,92882,6,65,Riverside,Riverside - 92882
41613,92883,6,65,Riverside,Riverside - 92883
41614,92886,6,59,Orange,Orange - 92886
41615,92887,6,59,Orange,Orange - 92887
41616,93001,6,83,Santa Barbara,Santa Barbara - 93001
41617,93001,6,111,Ventura,Ventura - 93001
41618,93003,6,111,Ventura,Ventura - 93003
41619,93004,6,111,Ventura,Ventura - 93004
41620,93010,6,111,Ventura,Ventura - 93010
41621,93012,6,111,Ventura,Ventura - 93012
41622,93013,6,83,Santa Barbara,Santa Barbara - 93013
41623,93013,6,111,Ventura,Ventura - 93013
41624,93015,6,111,Ventura,Ventura - 93015
41625,93021,6,111,Ventura,Ventura - 93021
41626,93022,6,111,Ventura,Ventura - 93022
41627,93023,6,111,Ventura,Ventura - 93023
41628,93030,6,111,Ventura,Ventura - 93030
41629,93033,6,111,Ventura,Ventura - 93033
41630,93035,6,111,Ventura,Ventura - 93035
41631,93036,6,111,Ventura,Ventura - 93036
41632,93040,6,111,Ventura,Ventura - 93040
41633,93041,6,111,Ventura,Ventura - 93041
41634,93042,6,111,Ventura,Ventura - 93042
41635,93043,6,111,Ventura,Ventura - 93043
41636,93060,6,111,Ventura,Ventura - 93060
41637,93063,6,111,Ventura,Ventura - 93063
41638,93064,6,111,Ventura,Ventura - 93064
41639,93065,6,111,Ventura,Ventura - 93065
41640,93066,6,111,Ventura,Ventura - 93066
41641,93067,6,83,Santa Barbara,Santa Barbara - 93067
41642,93101,6,83,Santa Barbara,Santa Barbara - 93101
41643,93103,6,83,Santa Barbara,Santa Barbara - 93103
41644,93105,6,83,Santa Barbara,Santa Barbara - 93105
41645,93108,6,83,Santa Barbara,Santa Barbara - 93108
41646,93109,6,83,Santa Barbara,Santa Barbara - 93109
41647,93110,6,83,Santa Barbara,Santa Barbara - 93110
41648,93111,6,83,Santa Barbara,Santa Barbara - 93111
41649,93117,6,83,Santa Barbara,Santa Barbara - 93117
41650,93201,6,31,Kings,Kings - 93201
41651,93201,6,107,Tulare,Tulare - 93201
41652,93202,6,31,Kings,Kings - 93202
41653,93203,6,29,Kern,Kern - 93203
41654,93204,6,31,Kings,Kings - 93204
41655,93205,6,29,Kern,Kern - 93205
41656,93206,6,29,Kern,Kern - 93206
41657,93207,6,107,Tulare,Tulare - 93207
41658,93208,6,107,Tulare,Tulare - 93208
41659,93210,6,19,Fresno,Fresno - 93210
41660,93210,6,53,Monterey,Monterey - 93210
41661,93210,6,69,San Benito,San Benito - 93210
41662,93212,6,31,Kings,Kings - 93212
41663,93212,6,107,Tulare,Tulare - 93212
41664,93215,6,29,Kern,Kern - 93215
41665,93215,6,107,Tulare,Tulare - 93215
41666,93218,6,107,Tulare,Tulare - 93218
41667,93219,6,107,Tulare,Tulare - 93219
41668,93220,6,29,Kern,Kern - 93220
41669,93221,6,107,Tulare,Tulare - 93221
41670,93222,6,29,Kern,Kern - 93222
41671,93223,6,107,Tulare,Tulare - 93223
41672,93224,6,29,Kern,Kern - 93224
41673,93225,6,29,Kern,Kern - 93225
41674,93225,6,111,Ventura,Ventura - 93225
41675,93226,6,29,Kern,Kern - 93226
41676,93230,6,31,Kings,Kings - 93230
41677,93234,6,19,Fresno,Fresno - 93234
41678,93235,6,107,Tulare,Tulare - 93235
41679,93238,6,29,Kern,Kern - 93238
41680,93238,6,107,Tulare,Tulare - 93238
41681,93239,6,31,Kings,Kings - 93239
41682,93240,6,29,Kern,Kern - 93240
41683,93241,6,29,Kern,Kern - 93241
41684,93242,6,19,Fresno,Fresno - 93242
41685,93242,6,31,Kings,Kings - 93242
41686,93243,6,29,Kern,Kern - 93243
41687,93243,6,37,Los Angeles,Los Angeles - 93243
41688,93244,6,107,Tulare,Tulare - 93244
41689,93245,6,31,Kings,Kings - 93245
41690,93247,6,107,Tulare,Tulare - 93247
41691,93249,6,29,Kern,Kern - 93249
41692,93250,6,29,Kern,Kern - 93250
41693,93251,6,29,Kern,Kern - 93251
41694,93252,6,29,Kern,Kern - 93252
41695,93252,6,79,San Luis Obispo,San Luis Obispo - 93252
41696,93252,6,83,Santa Barbara,Santa Barbara - 93252
41697,93252,6,111,Ventura,Ventura - 93252
41698,93254,6,79,San Luis Obispo,San Luis Obispo - 93254
41699,93254,6,83,Santa Barbara,Santa Barbara - 93254
41700,93255,6,29,Kern,Kern - 93255
41701,93256,6,107,Tulare,Tulare - 93256
41702,93257,6,107,Tulare,Tulare - 93257
41703,93258,6,107,Tulare,Tulare - 93258
41704,93260,6,107,Tulare,Tulare - 93260
41705,93261,6,107,Tulare,Tulare - 93261
41706,93262,6,107,Tulare,Tulare - 93262
41707,93263,6,29,Kern,Kern - 93263
41708,93265,6,107,Tulare,Tulare - 93265
41709,93266,6,31,Kings,Kings - 93266
41710,93267,6,107,Tulare,Tulare - 93267
41711,93268,6,29,Kern,Kern - 93268
41712,93270,6,107,Tulare,Tulare - 93270
41713,93271,6,107,Tulare,Tulare - 93271
41714,93272,6,107,Tulare,Tulare - 93272
41715,93274,6,107,Tulare,Tulare - 93274
41716,93276,6,29,Kern,Kern - 93276
41717,93277,6,107,Tulare,Tulare - 93277
41718,93280,6,29,Kern,Kern - 93280
41719,93283,6,29,Kern,Kern - 93283
41720,93285,6,29,Kern,Kern - 93285
41721,93286,6,107,Tulare,Tulare - 93286
41722,93287,6,29,Kern,Kern - 93287
41723,93291,6,107,Tulare,Tulare - 93291
41724,93292,6,107,Tulare,Tulare - 93292
41725,93301,6,29,Kern,Kern - 93301
41726,93304,6,29,Kern,Kern - 93304
41727,93305,6,29,Kern,Kern - 93305
41728,93306,6,29,Kern,Kern - 93306
41729,93307,6,29,Kern,Kern - 93307
41730,93308,6,29,Kern,Kern - 93308
41731,93309,6,29,Kern,Kern - 93309
41732,93311,6,29,Kern,Kern - 93311
41733,93312,6,29,Kern,Kern - 93312
41734,93313,6,29,Kern,Kern - 93313
41735,93314,6,29,Kern,Kern - 93314
41736,93401,6,79,San Luis Obispo,San Luis Obispo - 93401
41737,93402,6,79,San Luis Obispo,San Luis Obispo - 93402
41738,93405,6,79,San Luis Obispo,San Luis Obispo - 93405
41739,93410,6,79,San Luis Obispo,San Luis Obispo - 93410
41740,93420,6,79,San Luis Obispo,San Luis Obispo - 93420
41741,93422,6,79,San Luis Obispo,San Luis Obispo - 93422
41742,93424,6,79,San Luis Obispo,San Luis Obispo - 93424
41743,93426,6,53,Monterey,Monterey - 93426
41744,93426,6,79,San Luis Obispo,San Luis Obispo - 93426
41745,93427,6,83,Santa Barbara,Santa Barbara - 93427
41746,93428,6,79,San Luis Obispo,San Luis Obispo - 93428
41747,93429,6,83,Santa Barbara,Santa Barbara - 93429
41748,93430,6,79,San Luis Obispo,San Luis Obispo - 93430
41749,93432,6,79,San Luis Obispo,San Luis Obispo - 93432
41750,93433,6,79,San Luis Obispo,San Luis Obispo - 93433
41751,93434,6,83,Santa Barbara,Santa Barbara - 93434
41752,93436,6,83,Santa Barbara,Santa Barbara - 93436
41753,93437,6,83,Santa Barbara,Santa Barbara - 93437
41754,93440,6,83,Santa Barbara,Santa Barbara - 93440
41755,93441,6,83,Santa Barbara,Santa Barbara - 93441
41756,93442,6,79,San Luis Obispo,San Luis Obispo - 93442
41757,93444,6,79,San Luis Obispo,San Luis Obispo - 93444
41758,93445,6,79,San Luis Obispo,San Luis Obispo - 93445
41759,93446,6,79,San Luis Obispo,San Luis Obispo - 93446
41760,93449,6,79,San Luis Obispo,San Luis Obispo - 93449
41761,93450,6,53,Monterey,Monterey - 93450
41762,93451,6,53,Monterey,Monterey - 93451
41763,93451,6,79,San Luis Obispo,San Luis Obispo - 93451
41764,93452,6,79,San Luis Obispo,San Luis Obispo - 93452
41765,93453,6,79,San Luis Obispo,San Luis Obispo - 93453
41766,93454,6,79,San Luis Obispo,San Luis Obispo - 93454
41767,93454,6,83,Santa Barbara,Santa Barbara - 93454
41768,93455,6,83,Santa Barbara,Santa Barbara - 93455
41769,93458,6,79,San Luis Obispo,San Luis Obispo - 93458
41770,93458,6,83,Santa Barbara,Santa Barbara - 93458
41771,93460,6,83,Santa Barbara,Santa Barbara - 93460
41772,93461,6,29,Kern,Kern - 93461
41773,93461,6,53,Monterey,Monterey - 93461
41774,93461,6,79,San Luis Obispo,San Luis Obispo - 93461
41775,93463,6,83,Santa Barbara,Santa Barbara - 93463
41776,93465,6,79,San Luis Obispo,San Luis Obispo - 93465
41777,93501,6,29,Kern,Kern - 93501
41778,93505,6,29,Kern,Kern - 93505
41779,93510,6,37,Los Angeles,Los Angeles - 93510
41780,93512,6,51,Mono,Mono - 93512
41781,93513,6,27,Inyo,Inyo - 93513
41782,93514,6,27,Inyo,Inyo - 93514
41783,93514,6,51,Mono,Mono - 93514
41784,93516,6,29,Kern,Kern - 93516
41785,93516,6,71,San Bernardino,San Bernardino - 93516
41786,93517,6,51,Mono,Mono - 93517
41787,93518,6,29,Kern,Kern - 93518
41788,93519,6,29,Kern,Kern - 93519
41789,93522,6,27,Inyo,Inyo - 93522
41790,93523,6,29,Kern,Kern - 93523
41791,93524,6,29,Kern,Kern - 93524
41792,93526,6,27,Inyo,Inyo - 93526
41793,93527,6,27,Inyo,Inyo - 93527
41794,93527,6,29,Kern,Kern - 93527
41795,93527,6,107,Tulare,Tulare - 93527
41796,93528,6,29,Kern,Kern - 93528
41797,93529,6,51,Mono,Mono - 93529
41798,93530,6,27,Inyo,Inyo - 93530
41799,93531,6,29,Kern,Kern - 93531
41800,93532,6,37,Los Angeles,Los Angeles - 93532
41801,93534,6,37,Los Angeles,Los Angeles - 93534
41802,93535,6,37,Los Angeles,Los Angeles - 93535
41803,93536,6,37,Los Angeles,Los Angeles - 93536
41804,93541,6,51,Mono,Mono - 93541
41805,93543,6,37,Los Angeles,Los Angeles - 93543
41806,93544,6,37,Los Angeles,Los Angeles - 93544
41807,93545,6,27,Inyo,Inyo - 93545
41808,93546,6,51,Mono,Mono - 93546
41809,93549,6,27,Inyo,Inyo - 93549
41810,93550,6,37,Los Angeles,Los Angeles - 93550
41811,93551,6,37,Los Angeles,Los Angeles - 93551
41812,93552,6,37,Los Angeles,Los Angeles - 93552
41813,93553,6,37,Los Angeles,Los Angeles - 93553
41814,93554,6,29,Kern,Kern - 93554
41815,93555,6,29,Kern,Kern - 93555
41816,93555,6,71,San Bernardino,San Bernardino - 93555
41817,93558,6,71,San Bernardino,San Bernardino - 93558
41818,93560,6,29,Kern,Kern - 93560
41819,93560,6,37,Los Angeles,Los Angeles - 93560
41820,93561,6,29,Kern,Kern - 93561
41821,93562,6,71,San Bernardino,San Bernardino - 93562
41822,93563,6,37,Los Angeles,Los Angeles - 93563
41823,93591,6,37,Los Angeles,Los Angeles - 93591
41824,93592,6,27,Inyo,Inyo - 93592
41825,93601,6,39,Madera,Madera - 93601
41826,93601,6,43,Mariposa,Mariposa - 93601
41827,93602,6,19,Fresno,Fresno - 93602
41828,93603,6,107,Tulare,Tulare - 93603
41829,93604,6,39,Madera,Madera - 93604
41830,93605,6,19,Fresno,Fresno - 93605
41831,93606,6,19,Fresno,Fresno - 93606
41832,93608,6,19,Fresno,Fresno - 93608
41833,93609,6,19,Fresno,Fresno - 93609
41834,93610,6,39,Madera,Madera - 93610
41835,93610,6,47,Merced,Merced - 93610
41836,93611,6,19,Fresno,Fresno - 93611
41837,93612,6,19,Fresno,Fresno - 93612
41838,93614,6,39,Madera,Madera - 93614
41839,93615,6,107,Tulare,Tulare - 93615
41840,93616,6,19,Fresno,Fresno - 93616
41841,93618,6,19,Fresno,Fresno - 93618
41842,93618,6,107,Tulare,Tulare - 93618
41843,93619,6,19,Fresno,Fresno - 93619
41844,93619,6,107,Tulare,Tulare - 93619
41845,93620,6,19,Fresno,Fresno - 93620
41846,93620,6,47,Merced,Merced - 93620
41847,93621,6,19,Fresno,Fresno - 93621
41848,93622,6,19,Fresno,Fresno - 93622
41849,93622,6,39,Madera,Madera - 93622
41850,93622,6,47,Merced,Merced - 93622
41851,93623,6,39,Madera,Madera - 93623
41852,93623,6,43,Mariposa,Mariposa - 93623
41853,93624,6,19,Fresno,Fresno - 93624
41854,93625,6,19,Fresno,Fresno - 93625
41855,93626,6,19,Fresno,Fresno - 93626
41856,93626,6,39,Madera,Madera - 93626
41857,93627,6,19,Fresno,Fresno - 93627
41858,93628,6,19,Fresno,Fresno - 93628
41859,93630,6,19,Fresno,Fresno - 93630
41860,93631,6,19,Fresno,Fresno - 93631
41861,93631,6,31,Kings,Kings - 93631
41862,93631,6,107,Tulare,Tulare - 93631
41863,93633,6,19,Fresno,Fresno - 93633
41864,93633,6,107,Tulare,Tulare - 93633
41865,93634,6,19,Fresno,Fresno - 93634
41866,93635,6,47,Merced,Merced - 93635
41867,93636,6,39,Madera,Madera - 93636
41868,93637,6,39,Madera,Madera - 93637
41869,93638,6,39,Madera,Madera - 93638
41870,93640,6,19,Fresno,Fresno - 93640
41871,93641,6,19,Fresno,Fresno - 93641
41872,93643,6,39,Madera,Madera - 93643
41873,93644,6,39,Madera,Madera - 93644
41874,93645,6,39,Madera,Madera - 93645
41875,93646,6,19,Fresno,Fresno - 93646
41876,93646,6,107,Tulare,Tulare - 93646
41877,93647,6,107,Tulare,Tulare - 93647
41878,93648,6,19,Fresno,Fresno - 93648
41879,93650,6,19,Fresno,Fresno - 93650
41880,93651,6,19,Fresno,Fresno - 93651
41881,93652,6,19,Fresno,Fresno - 93652
41882,93653,6,39,Madera,Madera - 93653
41883,93653,6,43,Mariposa,Mariposa - 93653
41884,93654,6,19,Fresno,Fresno - 93654
41885,93654,6,107,Tulare,Tulare - 93654
41886,93656,6,19,Fresno,Fresno - 93656
41887,93656,6,31,Kings,Kings - 93656
41888,93657,6,19,Fresno,Fresno - 93657
41889,93660,6,19,Fresno,Fresno - 93660
41890,93662,6,19,Fresno,Fresno - 93662
41891,93664,6,19,Fresno,Fresno - 93664
41892,93665,6,47,Merced,Merced - 93665
41893,93666,6,107,Tulare,Tulare - 93666
41894,93667,6,19,Fresno,Fresno - 93667
41895,93668,6,19,Fresno,Fresno - 93668
41896,93669,6,39,Madera,Madera - 93669
41897,93673,6,107,Tulare,Tulare - 93673
41898,93675,6,19,Fresno,Fresno - 93675
41899,93701,6,19,Fresno,Fresno - 93701
41900,93702,6,19,Fresno,Fresno - 93702
41901,93703,6,19,Fresno,Fresno - 93703
41902,93704,6,19,Fresno,Fresno - 93704
41903,93705,6,19,Fresno,Fresno - 93705
41904,93706,6,19,Fresno,Fresno - 93706
41905,93710,6,19,Fresno,Fresno - 93710
41906,93711,6,19,Fresno,Fresno - 93711
41907,93720,6,19,Fresno,Fresno - 93720
41908,93721,6,19,Fresno,Fresno - 93721
41909,93722,6,19,Fresno,Fresno - 93722
41910,93723,6,19,Fresno,Fresno - 93723
41911,93725,6,19,Fresno,Fresno - 93725
41912,93726,6,19,Fresno,Fresno - 93726
41913,93727,6,19,Fresno,Fresno - 93727
41914,93728,6,19,Fresno,Fresno - 93728
41915,93730,6,19,Fresno,Fresno - 93730
41916,93901,6,53,Monterey,Monterey - 93901
41917,93905,6,53,Monterey,Monterey - 93905
41918,93906,6,53,Monterey,Monterey - 93906
41919,93907,6,53,Monterey,Monterey - 93907
41920,93908,6,53,Monterey,Monterey - 93908
41921,93920,6,53,Monterey,Monterey - 93920
41922,93921,6,53,Monterey,Monterey - 93921
41923,93923,6,53,Monterey,Monterey - 93923
41924,93924,6,53,Monterey,Monterey - 93924
41925,93925,6,53,Monterey,Monterey - 93925
41926,93926,6,53,Monterey,Monterey - 93926
41927,93927,6,53,Monterey,Monterey - 93927
41928,93928,6,53,Monterey,Monterey - 93928
41929,93930,6,53,Monterey,Monterey - 93930
41930,93930,6,69,San Benito,San Benito - 93930
41931,93932,6,53,Monterey,Monterey - 93932
41932,93933,6,53,Monterey,Monterey - 93933
41933,93940,6,53,Monterey,Monterey - 93940
41934,93943,6,53,Monterey,Monterey - 93943
41935,93950,6,53,Monterey,Monterey - 93950
41936,93953,6,53,Monterey,Monterey - 93953
41937,93954,6,53,Monterey,Monterey - 93954
41938,93955,6,53,Monterey,Monterey - 93955
41939,93960,6,53,Monterey,Monterey - 93960
41940,93962,6,53,Monterey,Monterey - 93962
41941,94002,6,81,San Mateo,San Mateo - 94002
41942,94005,6,81,San Mateo,San Mateo - 94005
41943,94010,6,81,San Mateo,San Mateo - 94010
41944,94014,6,81,San Mateo,San Mateo - 94014
41945,94015,6,81,San Mateo,San Mateo - 94015
41946,94019,6,81,San Mateo,San Mateo - 94019
41947,94020,6,81,San Mateo,San Mateo - 94020
41948,94021,6,81,San Mateo,San Mateo - 94021
41949,94022,6,85,Santa Clara,Santa Clara - 94022
41950,94024,6,85,Santa Clara,Santa Clara - 94024
41951,94025,6,81,San Mateo,San Mateo - 94025
41952,94027,6,81,San Mateo,San Mateo - 94027
41953,94028,6,81,San Mateo,San Mateo - 94028
41954,94028,6,85,Santa Clara,Santa Clara - 94028
41955,94030,6,81,San Mateo,San Mateo - 94030
41956,94037,6,81,San Mateo,San Mateo - 94037
41957,94038,6,81,San Mateo,San Mateo - 94038
41958,94040,6,85,Santa Clara,Santa Clara - 94040
41959,94041,6,85,Santa Clara,Santa Clara - 94041
41960,94043,6,85,Santa Clara,Santa Clara - 94043
41961,94044,6,81,San Mateo,San Mateo - 94044
41962,94060,6,81,San Mateo,San Mateo - 94060
41963,94061,6,81,San Mateo,San Mateo - 94061
41964,94062,6,81,San Mateo,San Mateo - 94062
41965,94063,6,81,San Mateo,San Mateo - 94063
41966,94065,6,81,San Mateo,San Mateo - 94065
41967,94066,6,81,San Mateo,San Mateo - 94066
41968,94070,6,81,San Mateo,San Mateo - 94070
41969,94074,6,81,San Mateo,San Mateo - 94074
41970,94080,6,81,San Mateo,San Mateo - 94080
41971,94085,6,85,Santa Clara,Santa Clara - 94085
41972,94086,6,85,Santa Clara,Santa Clara - 94086
41973,94087,6,85,Santa Clara,Santa Clara - 94087
41974,94089,6,85,Santa Clara,Santa Clara - 94089
41975,94102,6,75,San Francisco,San Francisco - 94102
41976,94103,6,75,San Francisco,San Francisco - 94103
41977,94104,6,75,San Francisco,San Francisco - 94104
41978,94105,6,75,San Francisco,San Francisco - 94105
41979,94107,6,75,San Francisco,San Francisco - 94107
41980,94108,6,75,San Francisco,San Francisco - 94108
41981,94109,6,75,San Francisco,San Francisco - 94109
41982,94110,6,75,San Francisco,San Francisco - 94110
41983,94111,6,75,San Francisco,San Francisco - 94111
41984,94112,6,75,San Francisco,San Francisco - 94112
41985,94114,6,75,San Francisco,San Francisco - 94114
41986,94115,6,75,San Francisco,San Francisco - 94115
41987,94116,6,75,San Francisco,San Francisco - 94116
41988,94117,6,75,San Francisco,San Francisco - 94117
41989,94118,6,75,San Francisco,San Francisco - 94118
41990,94121,6,75,San Francisco,San Francisco - 94121
41991,94122,6,75,San Francisco,San Francisco - 94122
41992,94123,6,75,San Francisco,San Francisco - 94123
41993,94124,6,75,San Francisco,San Francisco - 94124
41994,94127,6,75,San Francisco,San Francisco - 94127
41995,94128,6,81,San Mateo,San Mateo - 94128
41996,94129,6,75,San Francisco,San Francisco - 94129
41997,94130,6,75,San Francisco,San Francisco - 94130
41998,94131,6,75,San Francisco,San Francisco - 94131
41999,94132,6,75,San Francisco,San Francisco - 94132
42000,94133,6,75,San Francisco,San Francisco - 94133
42001,94134,6,75,San Francisco,San Francisco - 94134
42002,94158,6,75,San Francisco,San Francisco - 94158
42003,94301,6,85,Santa Clara,Santa Clara - 94301
42004,94303,6,81,San Mateo,San Mateo - 94303
42005,94303,6,85,Santa Clara,Santa Clara - 94303
42006,94304,6,85,Santa Clara,Santa Clara - 94304
42007,94305,6,85,Santa Clara,Santa Clara - 94305
42008,94306,6,85,Santa Clara,Santa Clara - 94306
42009,94401,6,81,San Mateo,San Mateo - 94401
42010,94402,6,81,San Mateo,San Mateo - 94402
42011,94403,6,81,San Mateo,San Mateo - 94403
42012,94404,6,81,San Mateo,San Mateo - 94404
42013,94501,6,1,Alameda,Alameda - 94501
42014,94502,6,1,Alameda,Alameda - 94502
42015,94503,6,55,Napa,Napa - 94503
