,ZCTA5,STATE,COUNTY
42321,95329,6,43
42322,95329,6,99
42323,95329,6,109
42324,95330,6,77
42325,95333,6,47
42326,95334,6,47
42327,95335,6,109
42328,95336,6,77
42329,95337,6,77
42330,95338,6,43
42331,95340,6,47
42332,95341,6,47
42333,95345,6,43
42334,95346,6,109
42335,95348,6,47
42336,95350,6,99
42337,95351,6,99
42338,95354,6,99
42339,95355,6,99
42340,95356,6,99
42341,95357,6,99
42342,95358,6,99
42343,95360,6,47
42344,95360,6,99
42345,95361,6,77
42346,95361,6,99
42347,95363,6,99
42348,95364,6,109
42349,95365,6,47
42350,95366,6,77
42351,95367,6,99
42352,95368,6,99
42353,95369,6,43
42354,95369,6,47
42355,95370,6,109
42356,95372,6,109
42357,95374,6,47
42358,95375,6,109
42359,95376,6,77
42360,95377,6,1
42361,95377,6,77
42362,95379,6,109
42363,95380,6,47
42364,95380,6,99
42365,95382,6,99
42366,95383,6,109
42367,95385,6,77
42368,95385,6,99
42369,95386,6,99
42370,95387,6,99
42371,95388,6,47
42372,95389,6,43
42373,95389,6,109
42374,95391,6,1
42375,95391,6,77
42376,95401,6,97
42377,95403,6,97
42378,95404,6,97
42379,95405,6,97
42380,95407,6,97
42381,95409,6,97
42382,95410,6,45
42383,95412,6,97
42384,95415,6,45
42385,95417,6,45
42386,95420,6,45
42387,95421,6,97
42388,95422,6,33
42389,95423,6,33
42390,95425,6,45
42391,95425,6,97
42392,95426,6,33
42393,95427,6,45
42394,95428,6,45
42395,95429,6,45
42396,95430,6,97
42397,95431,6,97
42398,95432,6,45
42399,95435,6,33
42400,95436,6,97
42401,95437,6,45
42402,95439,6,97
42403,95441,6,97
42404,95442,6,97
42405,95443,6,33
42406,95444,6,97
42407,95445,6,45
42408,95446,6,97
42409,95448,6,97
42410,95449,6,45
42411,95450,6,97
42412,95451,6,33
42413,95452,6,97
42414,95453,6,33
42415,95454,6,45
42416,95456,6,45
42417,95457,6,33
42418,95458,6,33
42419,95459,6,45
42420,95460,6,45
42421,95461,6,33
42422,95462,6,97
42423,95463,6,45
42424,95464,6,33
42425,95465,6,97
42426,95466,6,45
42427,95467,6,33
42428,95468,6,45
42429,95469,6,33
42430,95469,6,45
42431,95470,6,45
42432,95471,6,97
42433,95472,6,97
42434,95476,6,97
42435,95482,6,45
42436,95485,6,33
42437,95486,6,97
42438,95488,6,45
42439,95490,6,45
42440,95492,6,97
42441,95493,6,33
42442,95494,6,45
42443,95497,6,97
42444,95501,6,23
42445,95503,6,23
42446,95511,6,23
42447,95514,6,23
42448,95519,6,23
42449,95521,6,23
42450,95524,6,23
42451,95525,6,23
42452,95526,6,23
42453,95527,6,105
42454,95528,6,23
42455,95531,6,15
42456,95536,6,23
42457,95537,6,23
42458,95540,6,23
42459,95542,6,23
42460,95543,6,15
42461,95545,6,23
42462,95546,6,23
42463,95547,6,23
42464,95548,6,15
42465,95549,6,23
42466,95550,6,23
42467,95551,6,23
42468,95552,6,105
42469,95553,6,23
42470,95554,6,23
42471,95555,6,23
42472,95556,6,23
42473,95558,6,23
42474,95559,6,23
42475,95560,6,23
42476,95562,6,23
42477,95563,6,105
42478,95564,6,23
42479,95565,6,23
42480,95567,6,15
42481,95568,6,93
42482,95569,6,23
42483,95570,6,23
42484,95571,6,23
42485,95573,6,23
42486,95585,6,45
42487,95587,6,45
42488,95589,6,23
42489,95589,6,45
42490,95595,6,105
42491,95601,6,5
42492,95602,6,57
42493,95602,6,61
42494,95603,6,61
42495,95604,6,61
42496,95605,6,113
42497,95606,6,113
42498,95607,6,113
42499,95608,6,67
42500,95610,6,67
42501,95612,6,95
42502,95612,6,113
42503,95614,6,17
42504,95615,6,67
42505,95615,6,113
42506,95616,6,113
42507,95618,6,95
42508,95618,6,113
42509,95619,6,17
42510,95620,6,95
42511,95620,6,113
42512,95621,6,67
42513,95623,6,17
42514,95624,6,67
42515,95625,6,95
42516,95626,6,61
42517,95626,6,67
42518,95626,6,101
42519,95627,6,113
42520,95628,6,67
42521,95629,6,5
42522,95629,6,17
42523,95630,6,67
42524,95631,6,61
42525,95632,6,67
42526,95632,6,77
42527,95633,6,17
42528,95634,6,17
42529,95635,6,17
42530,95636,6,17
42531,95637,6,113
42532,95638,6,67
42533,95639,6,67
42534,95640,6,5
42535,95641,6,67
42536,95641,6,77
42537,95642,6,5
42538,95645,6,11
42539,95645,6,101
42540,95645,6,113
42541,95646,6,3
42542,95646,6,5
42543,95648,6,61
42544,95650,6,61
42545,95651,6,17
42546,95652,6,67
42547,95653,6,113
42548,95655,6,67
42549,95658,6,61
42550,95659,6,101
42551,95660,6,67
42552,95661,6,61
42553,95662,6,67
42554,95663,6,61
42555,95664,6,17
42556,95665,6,5
42557,95666,6,5
42558,95667,6,17
42559,95668,6,61
42560,95668,6,101
42561,95669,6,5
42562,95670,6,67
42563,95672,6,17
42564,95673,6,67
42565,95674,6,101
42566,95675,6,5
42567,95677,6,61
42568,95678,6,61
42569,95679,6,113
42570,95680,6,67
42571,95681,6,61
42572,95682,6,17
42573,95683,6,67
42574,95684,6,17
42575,95685,6,5
42576,95686,6,77
42577,95687,6,95
42578,95688,6,95
42579,95689,6,5
42580,95690,6,67
42581,95690,6,95
42582,95691,6,113
42583,95692,6,101
42584,95692,6,115
42585,95693,6,67
42586,95694,6,95
42587,95694,6,113
42588,95695,6,113
42589,95697,6,113
42590,95698,6,113
42591,95699,6,5
42592,95701,6,61
42593,95703,6,61
42594,95709,6,17
42595,95713,6,61
42596,95714,6,61
42597,95715,6,57
42598,95715,6,61
42599,95717,6,61
42600,95720,6,17
42601,95721,6,17
42602,95722,6,61
42603,95724,6,61
42604,95726,6,17
42605,95728,6,57
42606,95728,6,61
42607,95735,6,17
42608,95736,6,61
42609,95742,6,67
42610,95746,6,61
42611,95747,6,61
42612,95757,6,67
42613,95758,6,67
42614,95762,6,17
42615,95765,6,61
42616,95776,6,113
42617,95811,6,67
42618,95814,6,67
42619,95815,6,67
42620,95816,6,67
42621,95817,6,67
42622,95818,6,67
42623,95819,6,67
42624,95820,6,67
42625,95821,6,67
42626,95822,6,67
42627,95823,6,67
42628,95824,6,67
42629,95825,6,67
42630,95826,6,67
42631,95827,6,67
42632,95828,6,67
42633,95829,6,67
42634,95830,6,67
42635,95831,6,67
42636,95832,6,67
42637,95833,6,67
42638,95834,6,67
42639,95835,6,67
42640,95837,6,67
42641,95837,6,101
42642,95838,6,67
42643,95841,6,67
42644,95842,6,67
42645,95843,6,67
42646,95864,6,67
42647,95901,6,7
42648,95901,6,115
42649,95903,6,115
42650,95910,6,91
42651,95912,6,11
42652,95912,6,113
42653,95914,6,7
42654,95914,6,115
42655,95915,6,63
42656,95916,6,7
42657,95917,6,7
42658,95918,6,115
42659,95919,6,115
42660,95920,6,21
42661,95922,6,91
42662,95922,6,115
42663,95923,6,63
42664,95925,6,115
42665,95926,6,7
42666,95928,6,7
42667,95930,6,7
42668,95930,6,115
42669,95932,6,11
42670,95934,6,63
42671,95935,6,115
42672,95936,6,91
42673,95937,6,113
42674,95938,6,7
42675,95939,6,21
42676,95941,6,7
42677,95941,6,115
42678,95942,6,7
42679,95943,6,21
42680,95944,6,91
42681,95945,6,57
42682,95946,6,57
42683,95947,6,63
42684,95948,6,7
42685,95948,6,101
42686,95949,6,57
42687,95950,6,11
42688,95951,6,21
42689,95953,6,101
42690,95954,6,7
42691,95955,6,11
42692,95956,6,63
42693,95957,6,101
42694,95959,6,57
42695,95960,6,57
42696,95960,6,91
42697,95960,6,115
42698,95961,6,115
42699,95962,6,115
42700,95963,6,21
42701,95963,6,103
42702,95965,6,7
42703,95966,6,7
42704,95966,6,115
42705,95968,6,7
42706,95969,6,7
42707,95970,6,11
42708,95970,6,21
42709,95971,6,63
42710,95973,6,7
42711,95973,6,103
42712,95974,6,7
42713,95975,6,57
42714,95977,6,57
42715,95977,6,115
42716,95978,6,7
42717,95979,6,11
42718,95981,6,63
42719,95981,6,115
42720,95982,6,101
42721,95983,6,63
42722,95984,6,63
42723,95986,6,57
42724,95987,6,11
42725,95988,6,21
42726,95991,6,101
42727,95993,6,101
42728,96001,6,89
42729,96002,6,89
42730,96003,6,89
42731,96006,6,35
42732,96006,6,49
42733,96007,6,89
42734,96008,6,89
42735,96009,6,35
42736,96010,6,105
42737,96011,6,89
42738,96013,6,89
42739,96014,6,93
42740,96015,6,49
42741,96016,6,89
42742,96017,6,89
42743,96019,6,89
42744,96020,6,63
42745,96021,6,103
42746,96022,6,89
42747,96022,6,103
42748,96023,6,93
42749,96024,6,105
42750,96025,6,89
42751,96025,6,93
42752,96027,6,93
42753,96028,6,89
42754,96029,6,103
42755,96031,6,93
42756,96032,6,93
42757,96033,6,89
42758,96034,6,93
42759,96035,6,103
42760,96037,6,93
42761,96038,6,93
42762,96039,6,93
42763,96040,6,89
42764,96041,6,105
42765,96044,6,93
42766,96046,6,105
42767,96047,6,89
42768,96048,6,105
42769,96049,6,93
42770,96050,6,93
42771,96051,6,89
42772,96052,6,105
42773,96054,6,49
42774,96055,6,103
42775,96056,6,35
42776,96056,6,49
42777,96056,6,89
42778,96057,6,93
42779,96058,6,93
42780,96059,6,89
42781,96059,6,103
42782,96061,6,103
42783,96062,6,89
42784,96063,6,103
42785,96064,6,93
42786,96065,6,89
42787,96067,6,93
42788,96068,6,35
42789,96069,6,89
42790,96071,6,89
42791,96073,6,89
42792,96074,6,103
42793,96075,6,89
42794,96075,6,103
42795,96076,6,89
42796,96076,6,103
42797,96076,6,105
42798,96080,6,103
42799,96084,6,89
42800,96085,6,93
42801,96086,6,93
42802,96087,6,89
42803,96088,6,89
42804,96090,6,103
42805,96091,6,105
42806,96092,6,103
42807,96093,6,105
42808,96094,6,93
42809,96096,6,89
42810,96097,6,93
42811,96101,6,49
42812,96103,6,63
42813,96104,6,49
42814,96105,6,35
42815,96105,6,63
42816,96105,6,91
42817,96106,6,63
42818,96107,6,51
42819,96108,6,49
42820,96109,6,35
42821,96110,6,35
42822,96110,6,49
42823,96111,6,57
42824,96111,6,91
42825,96112,6,49
42826,96113,6,35
42827,96114,6,35
42828,96115,6,49
42829,96116,6,49
42830,96117,6,35
42831,96118,6,63
42832,96118,6,91
42833,96119,6,35
42834,96120,6,3
42835,96121,6,35
42836,96122,6,63
42837,96123,6,35
42838,96124,6,91
42839,96125,6,91
42840,96126,6,91
42841,96128,6,35
42842,96129,6,63
42843,96130,6,35
42844,96132,6,35
42845,96133,6,51
42846,96134,6,49
42847,96134,6,93
42848,96135,6,63
42849,96136,6,35
42850,96137,6,35
42851,96137,6,63
42852,96140,6,61
42853,96141,6,61
42854,96142,6,17
42855,96142,6,61
42856,96143,6,61
42857,96145,6,61
42858,96146,6,61
42859,96148,6,61
42860,96150,6,17
42861,96155,6,17
42862,96161,6,57
42863,96161,6,61
43341,97635,6,49
